student_id,yil,rol,tier,gercek,tahmin,residual,kare_hata,agirlik,agirlikli_katki,katki_pct,v42_tahmin,sub2_tahmin,proje_kalite,teknik_mulakat,cgpa,kaldigi_ders,mentor_metni
STU_005516,2026,Frontend Developer,Tier 4,100.0,83.04,16.96,287.6,2.035,585.3,0.071,82.34,83.9,78.1,61.81,2.92,1,"Öğrencim, frontend geliştirici olarak gösterdiği performansla dikkate değer bir potansiyele sahip. Proje kalitesi oldukça yüksek ve takım çalışmasındaki başarısı gerçekten etkileyici. İletişim becerilerini daha da geliştirmek adına fırsat bulması onun kariyer yolculuğunda ekstra fayda sağlayacaktır."
STU_009153,2023,Cybersecurity Analyst,Tier 1,58.29,82.6,-24.31,590.8,0.989,584.5,0.071,83.19,81.87,70.38,70.06,2.86,1,"Siber güvenlik alanındaki hedefine doğru ilerleyen bu öğrenci, gerçek projelerde kazandığı deneyimle dikkat çekiyor. Ancak takım çalışması ve liderlik becerilerinde yeniden bir değerlendirme yapması, genel başarı düzeyini artırabilir."
STU_005644,2026,Product Analyst,Tier 2,58.27,75.15,-16.88,285.0,2.035,580.0,0.07,72.62,78.25,61.1,60.7,3.28,1,"Veri yapıları ve problem çözme konusundaki yüksek becerilerin, seni ürün analisti olarak sağlam bir aday yapıyor. Ancak portföyündeki gelişim alanlarını iyileştirirsen, bu alandaki başarını daha da artırabilirsin."
STU_001862,2024,Data Scientist,Tier 2,83.23,63.7,19.53,381.4,1.512,576.6,0.07,62.24,65.49,62.0,37.57,2.47,3,"Bu öğrencinin veriye olan ilgisi açıkça belli, ancak bazı temel konularda hala gelişime ihtiyaç duyduğunu gözlemledim. Veri bilimi alanında kariyer hedefleyen birisi için, makine öğrenimi ve iletişim becerilerini güçlendirmenin önemli olduğu aşikar. Bu süreçte, daha fazla gerçek dünya projelerinde yer alması faydalı olabilir."
STU_001486,2025,Frontend Developer,Tier 4,37.99,55.66,-17.67,312.3,1.845,576.1,0.07,55.56,55.79,56.69,32.4,2.76,2,"Gelişen frontend becerilerin ile projelerdeki yaratıcılığına tanık oldum. Ancak, SQL ve DevOps konularında daha fazla pratik yapman gerektiğini düşünüyorum. Bu eksiklikleri gidermek, kariyerinde sağlam bir temel oluşturmanı sağlayabilir."
STU_005463,2023,Backend Developer,Tier 2,56.38,80.5,-24.12,581.9,0.989,575.7,0.07,80.65,80.33,80.56,40.02,3.91,1,"Bu öğrencinin yazılım geliştirmedeki yetkinliği, özellikle backend alanında dikkat çekicidir. Proje kalitesi yüksek ve gitHub üzerindeki katkıları, kendisini geliştirme arzusu ve bağımsız çalışma kabiliyetini yansıtıyor. Ancak iletişim ve takım çalışması yönünde daha fazla deneyime ihtiyaç duyuyor."
STU_004634,2024,Cloud Engineer,Tier 4,95.12,75.63,19.49,379.9,1.512,574.3,0.069,76.1,75.06,66.38,35.94,2.57,0,"Cloud mühendisliği amacınızla ilgili olarak, hackathon ve açık kaynak katkılarınız dikkat çekici bir deneyim sunuyor. Ancak, iletişim becerilerinizi geliştirmeniz, ekip içinde daha etkin bir rol almanıza yardımcı olabilir."
STU_005021,2026,Cloud Engineer,Tier 1,88.51,71.73,16.78,281.5,2.035,572.8,0.069,73.85,69.14,44.19,31.96,3.1,0,"Gözlemlerime göre, proje sürecinde iletişim becerilerini oldukça iyi kullanan bir öğrenci oldun. Bulut mühendisliği ve DevOps alanlarındaki temel becerilerinle büyük bir potansiyele sahipsin. Ancak, teknik mülakatlarda daha fazla pratik yapman, özgüvenini artırabilir."
STU_008801,2023,Data Scientist,Tier 1,43.1,67.15,-24.05,578.4,0.989,572.3,0.069,64.9,69.9,44.41,39.51,2.76,1,"Öğrencinin proje kalitesi geliştirme alanında bazı zorluklar yaşadığı gözlemlendi, ancak GitHub üzerindeki projeleri ve açık kaynak katkıları dikkat çekici. Problem çözme becerilerini ve veri yapıları konusundaki bilgilerini daha da derinleştirerek, hedeflediği veri bilimci rolüne daha yakın olabilir."
STU_001856,2024,Cybersecurity Analyst,Tier 2,55.23,74.67,-19.44,377.8,1.512,571.2,0.069,75.03,74.22,87.24,53.69,2.78,1,"Proje çalışmasında gösterdiği özen, Cybersecurity Analyst rolüne yönelik sağlam bir temel oluşturuyor. Ancak, problem çözme ve iletişim becerilerinde geliştirmeye ihtiyaç duyuyor. GitHub üzerindeki aktifliğini sürdürmesi, teknik yetkinliğini artırmasına yardımcı olacaktır."
STU_009522,2024,Frontend Developer,Tier 3,99.6,80.2,19.4,376.3,1.512,568.8,0.069,82.8,77.03,54.58,28.97,3.19,3,"Sizinle çalışırken, kodlama yeteneklerinizin yanı sıra yaratıcı düşünme yeteneğinizin de ne kadar güçlü olduğunu gözlemledim. Özellikle ön yüz geliştirme ve açık kaynak katkıları konusunda gösterdiğiniz azim, kariyerinizin geleceği için sağlam bir temel oluşturuyor; ancak teknik mülakatlar için hazırlığınızın artırılması gerektiğini düşünüyorum."
STU_008225,2025,Data Analyst,Tier 2,72.25,54.72,17.53,307.2,1.845,566.8,0.069,54.0,55.61,35.49,58.82,3.29,3,"Veri analizi için gerekli temelleri atmış olan bu öğrencim, iletişim becerileri ile olumlu bir etki yaratma potansiyeline sahip. Ancak, projelerinin kalitesini artırmak ve daha fazla iş deneyimi kazanmak üzerine çalışması, onu sektörde daha rekabetçi hale getirebilir. Uygulamalı projelerde aktif yer alması, öğrenme sürecine katkıda bulunmaya devam edecektir."
STU_007127,2025,Cloud Engineer,Tier 2,88.89,71.44,17.45,304.6,1.845,562.0,0.068,71.51,71.34,40.31,77.91,3.37,1,"Bulut mühendisliği alanındaki hedeflerinize yönelik henüz başlangıç aşamasında olsanız da, takım çalışması konusundaki yüksek puanınız size avantaj sağlıyor. Ancak, problem çözme becerilerinizi geliştirmek için daha fazla gerçek dünya deneyimi kazanmanız faydalı olabilir. Hackathon deneyimlerinizle güvenilir bir katılım sağladınız ve bu durum potansiyelinizi ortaya koyuyor."
STU_004763,2025,Backend Developer,Tier 3,47.65,65.08,-17.43,303.7,1.845,560.2,0.068,64.9,65.3,62.42,46.77,3.33,3,"Arka uç geliştirme konusundaki yetkinliğin ve veri yapıları konusundaki bilgilerin oldukça güçlü. Ancak iletişim ve liderlik skorlarında daha fazla gelişim göstermelisin; bu alanlarda yapacağın iyileştirmeler, kariyerinde daha fazla fırsat yaratacaktır."
STU_007134,2023,Data Scientist,Tier 4,92.93,69.14,23.79,566.1,0.989,560.1,0.068,67.27,71.42,18.89,50.75,3.21,2,"Veri bilimi alanında sağlam bir temeli olan öğrenci, makine öğrenimi konusundaki yetkinliği ile öne çıkıyor. Ancak, proje kalitesi eksikliği ve ekip çalışmasındaki zorluklar, kariyer hedeflerine ulaşması açısından güne çıkarılması gereken alanlardır. Gelişim sürecinde açık kaynak projelerine daha fazla katkıda bulunması faydalı olabilir."
STU_002126,2026,Cloud Engineer,Tier 2,81.4,97.99,-16.59,275.1,2.035,560.0,0.068,97.79,98.23,83.95,38.82,3.34,1,"Projelerinizdeki yüksek kalite ve problem çözme yetenekleriniz dikkat çekici. Özellikle bulut altyapısı odaklı çalışmalarınızda gösterdiğiniz azim, gelecekteki kariyerinizde büyük bir avantaj sağlayacak."
STU_002448,2025,AI Engineer,Tier 1,85.05,67.69,17.36,301.5,1.845,556.2,0.067,66.58,69.04,55.38,26.99,3.33,1,"Veri yapıları ve SQL konusundaki eksikliklerinizi giderme fırsatınız var, fakat makine öğrenimi konusunda yüksek bir yetkinlik sergiliyorsunuz. Staj deneyiminiz ve açık kaynak katkılarınız, AI mühendisliği hedeflerinize ulaşma yolunda önemli bir avantaj sağlar. Kendinize dair daha fazla güven geliştirdiğinizde, sunum becerilerinizde de ilerleme kaydedebilirsiniz."
STU_000435,2024,Data Analyst,Tier 3,50.21,69.38,-19.17,367.6,1.512,555.7,0.067,70.05,68.56,47.8,90.17,3.0,0,"İşletme Bilgi Sistemleri alanındaki bu öğrencinin teknik bilgi açığı olsa da, bulut ve veri analizi konularında gösterdiği ilgi önemli bir avantaj. Teknik mülakat skorundaki başarı, öğrendiklerini uygulama konusunda kendine güveninin arttığını gösteriyor. İletişim ve sunum becerilerini daha da geliştirmesi, kariyer yolculuğunda ona yardımcı olabilir."
STU_007269,2025,Frontend Developer,Tier 3,90.87,73.54,17.33,300.4,1.845,554.2,0.067,74.21,72.72,70.59,71.3,3.78,1,"Bu genç geliştirici, frontend konusundaki yeteneklerini hackathonlarda sergileyerek öne çıkmış. Ancak, teknik derinliğini artırmak amacıyla daha fazla çalışma yapılması gerekmekte, özellikle veri yapıları ve SQL becerilerinde daha fazla uygulama yapmasını öneririm."
STU_004549,2020,Frontend Developer,Tier 3,99.97,62.06,37.91,1436.9,0.381,548.2,0.066,61.9,62.27,51.31,34.04,3.69,0,"Özellikle frontend geliştirme konusundaki yüksek skorları ve staj deneyimi, bu öğrencinin başarılı bir kariyere adım atma potansiyelini artırıyor. Ancak, iletişim ve takım çalışması puanları, gelişim alanları olarak öne çıkıyor. İleride kendini daha iyi ifade edebilmesi için bu konulara dikkat etmesi faydalı olacaktır."
STU_007453,2023,Data Scientist,Tier 1,88.94,65.45,23.49,552.0,0.989,546.1,0.066,67.15,63.36,52.34,76.1,3.02,0,"Bu öğrencinin veri bilimi alanındaki tutkusunu görmek gerçekten ilham verici. Yüksek teknik mülakat skoru, bilgi seviyesini yansıtıyor; ancak bazı temel kodlama ve problem çözme becerilerine yönelik daha fazla çalışma gerekli."
STU_009978,2023,Data Scientist,Tier 2,87.76,64.31,23.45,549.9,0.989,544.0,0.066,63.61,65.16,33.28,45.4,3.31,0,"Veri bilimi alanındaki ilgin ve yapılan projelerdeki çabaların, temel becerilerde sağlam bir temel oluşturmanı sağladı. Takım çalışmasındaki başarın dikkat çekici, ancak teknik bilgi ve proje kalitesini artırmak için daha fazla deneyime ihtiyacın var. Gelecekte daha zengin bir portföy yaratman adına fırsatları değerlendirmelisin."
STU_005156,2025,Software Developer,Tier 4,44.23,61.39,-17.16,294.6,1.845,543.4,0.066,61.96,60.7,54.05,31.8,3.44,2,"Son projelerinizdeki yazılım geliştirme süreçlerine olan ilginiz dikkat çekici. Özellikle GitHub üzerinde gerçekleştirdiğiniz çalışmalara ait repo sayınız artmakta, ancak proje kalitenizi yükseltmek için daha fazla uygulamalı çalışma yapmanız gerektiğini gözlemliyorum. Problem çözme becerilerinizin geliştirilmesi, kariyer hedeflerinize ulaşmanızda size yardımcı olacaktır."
STU_001530,2020,Frontend Developer,Tier 2,87.44,49.73,37.71,1422.2,0.381,542.6,0.066,50.49,48.79,20.18,51.7,2.85,2,"Frontend geliştirici olma hedefinizde kararlısınız, ancak teknik becerilerinizin gelişimine ihtiyaç var. Üzerinde çalışmanız gereken alanlar var; özellikle kodlama ve problem çözme becerilerinizi geliştirmeniz, gelecekteki projeleriniz için kritik öneme sahip."
STU_007558,2022,Frontend Developer,Tier 3,93.24,65.04,28.2,795.4,0.681,542.0,0.066,65.95,63.91,31.75,34.31,2.87,1,"Frontend geliştirme konusundaki yetenekleri ve açık kaynak katkıları, bu öğrencinin özgünlüğünü ve yaratıcılığını ortaya koyuyor. İletişim ve sunum becerilerinin geliştirilmesi ise kariyerinde daha etkili bir etki yaratmasına yardımcı olacaktır."
STU_009025,2026,AI Engineer,Tier 1,94.17,77.85,16.32,266.3,2.035,541.9,0.066,80.65,74.43,61.74,54.93,3.42,0,"AI mühendisliği alanında gösterdiğin azim ve güçlü makine öğrenimi bilgisi seni öne çıkarıyor. GitHub üzerinde yaptığın paylaşımlar ve teknik becerilerin, kariyerinde sağlam bir ilerlemeye işaret ediyor. Proje deneyimlerinin arttırılması, bu potansiyeli daha da güçlendirebilir."
STU_006124,2024,DevOps Engineer,Tier 2,61.24,80.15,-18.91,357.7,1.512,540.8,0.065,80.62,79.58,53.7,59.49,3.91,2,"DevOps mühendisliği hedefiniz doğrultusunda, güçlü problem çözme ve makine öğrenimi becerilerinizle birlikte ekip çalışmasındaki başarınız dikkat çekici. Projelerinizi gerçek dünyada daha fazla deneyimle zenginleştirirseniz, potansiyelinizi daha da ortaya koyabilirsiniz."
STU_007757,2026,Data Scientist,Tier 1,28.64,44.92,-16.28,265.1,2.035,539.6,0.065,45.68,44.0,42.99,48.19,3.18,0,"Genç yaşına rağmen staj tecrübesi olan bu öğrencim, istatistik alanındaki eğitiminde zorluklarla karşılaşmış gibi görünüyor. Veri bilimi hedefi doğrultusunda gelişim kaydedebilmesi için teknik bilgi ve yeteneklerini artırmaya yönelik çalışmalara yatırım yapması gerekmekte. Katıldığı stajlarda edindiği tecrübeler, gelecekteki profesyonel yaşamında ona yardımcı olacaktır."
STU_007256,2026,Backend Developer,Tier 2,49.41,65.69,-16.28,265.0,2.035,539.2,0.065,66.31,64.93,34.82,49.26,2.77,1,"Bu öğrenci, backend geliştirme alanında oldukça iyi bir yetenek gösteriyor, özellikle backend skoru dikkat çekiyor. Ancak daha fazla proje deneyimi ve verimli iletişim üzerine çalışmak, kariyerinde daha da ilerlemesine yardımcı olacaktır."
STU_000770,2025,AI Engineer,Tier 3,82.44,65.35,17.09,292.1,1.845,538.9,0.065,65.41,65.27,60.87,67.21,3.07,2,"AI mühendisliği hedefin doğrultusunda motivasyonun ve azmin takdire şayan. Ancak, birkaç temel teknik beceride eksiklikler görüyorum. İleri düzey projelerde daha fazla deneyim kazanmak ve iletişim becerilerine odaklanmak, kariyer yolunda sana yarar sağlayacak. Kendi projeni geliştirip, github üzerinden başkalarıyla etkileşimde bulunman oldukça faydalı olabilir."
STU_007529,2022,Cloud Engineer,Tier 3,64.53,92.65,-28.12,790.5,0.681,538.6,0.065,91.52,94.02,83.89,94.82,2.79,1,"Computer Engineering bölümünden bu öğrenci, makine öğrenimi konusundaki yetkinliği ve teknik mülakatlardaki başarısıyla dikkat çekiyor. Ancak, özgün projeler geliştirme ve portfolyo oluşturma konusunda daha fazla başarıya ulaşması bekleniyor. Cloud Engineer hedefi için sağlam bir temel oluşturmuş, ancak deneyimlerini artırması faydalı olabilir."
STU_005839,2021,Software Developer,Tier 2,51.85,83.29,-31.44,988.2,0.544,537.7,0.065,83.08,83.54,64.19,82.08,3.31,1,"Bilgisayar Mühendisliği alanında yetkinliğini artıran öğrencim, yazılım geliştirme sürecindeki pratik uygulamaları ile etkileyici bir portföy oluşturdu. Backend ve makine öğrenimi konularındaki yetenekleri, projesine derinlik katmıştır."
STU_005586,2026,Data Scientist,Tier 3,72.17,88.42,-16.25,264.1,2.035,537.5,0.065,88.2,88.7,65.46,90.05,3.75,0,"Proje çalışmasında gösterdiğin özveri ve sıkı çalışma, güçlü bir veri bilimi kariyeri için sağlam bir temel oluşturuyor. Özellikle SQL ve makine öğrenimi konularında iyi bir bilgi birikimine sahip olman, problem çözme becerilerini daha da geliştirmek adına değerli bir fırsat sunuyor."
STU_002898,2025,Data Scientist,Tier 2,86.72,69.67,17.05,290.8,1.845,536.5,0.065,70.97,68.07,46.37,62.16,3.68,2,"Hedeflediğin veri bilimi alanındaki teknik bilgi düzeyin oldukça yüksek, özellikle problem çözme ve makine öğrenimi konularında. Ancak, portföyündeki projelerin kalitesini artırmak ve daha fazla pratik deneyim kazanmak senin için faydalı olacaktır. Bulut ve DevOps alanlarına da odaklanman yararlı olabilir."
STU_006169,2022,Data Analyst,Tier 3,50.94,78.99,-28.05,786.6,0.681,535.9,0.065,80.61,77.0,35.89,69.43,3.11,0,"Veri analizi ve SQL konusundaki olağanüstü yetenekleriniz, projelerdeki potansiyelinizi ortaya koyuyor. Ancak, daha fazla staj deneyimi edinmek, sektöre daha güçlü bir giriş yapmanızı sağlayabilir."
STU_007692,2025,Data Analyst,Tier 3,87.51,70.48,17.03,290.0,1.845,534.9,0.065,70.7,70.22,79.43,44.05,3.21,0,"Veri analizi alanında kariyer hedefleyen bu öğrencinin proje kalitesi dikkate değer, fakat teknik yeteneklerinin geliştirilmesi gerekmekte. Özellikle iletişim becerileri ve portföy zenginliği üzerinde çalışarak, gelecekteki fırsatları değerlendirmek için hazır hale gelebilir."
STU_001076,2025,Data Scientist,Tier 1,75.17,58.15,17.02,289.6,1.845,534.3,0.065,58.94,57.19,34.02,37.88,2.98,0,"Bu öğrenci, makine öğrenimi konusundaki derin bilgisi ile dikkat çekiyor. Bununla birlikte, problem çözme becerileri üzerine daha fazla çalışma yapması, projesinin kalitesini artırması için faydalı olabilir."
STU_006317,2024,DevOps Engineer,Tier 2,85.74,66.95,18.79,353.1,1.512,533.8,0.065,67.76,65.96,36.11,69.2,2.83,1,"Bu öğrencinin portföyü, geçmiş projelerindeki çeşitlilikle derinlik kazanmış. Ancak, iletişim becerilerinde geliştirmeye ihtiyaç duyuyor; ekip çalışmasındaki güçlü yönlerine rağmen, projelerinde daha etkili bir liderlik göstermesi önemli."
STU_004474,2026,DevOps Engineer,Tier 4,37.52,53.7,-16.18,261.7,2.035,532.6,0.064,53.25,54.25,47.03,29.4,2.63,2,"DevOps mühendisliği alanında büyüme potansiyeline sahip olan öğrencim, bulut altyapıları konusundaki bilgilerini geliştirmekte. Ancak sunum becerileri ve teknik görüşmeleri daha iyi hale getirmesi, kariyer yolculuğunda ona önemli avantajlar sağlayacaktır."
STU_000012,2026,Backend Developer,Tier 3,39.66,55.83,-16.17,261.5,2.035,532.2,0.064,55.07,56.76,22.02,36.91,3.32,0,"Arka uç geliştirme alanındaki güçlü performansı ve özellikle SQL konusundaki uzmanlığı onu sektörde öne çıkarıyor. Ancak, proje kalitesi ve iletişim becerileri üzerinde daha fazla çalışması gerekebilir. Kendi projeleri üzerinde daha fazla deneyim kazanmak, potansiyelini artırabilir."
STU_000446,2025,Backend Developer,Tier 2,65.6,82.58,-16.98,288.2,1.845,531.6,0.064,80.89,84.63,55.55,67.3,3.08,1,"Öğrencinin backend geliştirme becerileri ve SQL konusundaki yetkinliği oldukça etkileyici. Ancak, proje kalitesi üzerinde daha çok çalışması, gelecek kariyeri için büyük önem taşıyor."
STU_001109,2025,Software Developer,Tier 2,86.58,69.61,16.97,288.0,1.845,531.2,0.064,70.74,68.23,52.96,73.54,3.3,1,"İyi bir yazılım geliştirici olma yolunda ilerleyen bu öğrenci, iş hayatına geçişte önemli deneyimlerle donanmış durumda. Veritabanı yönetimi ve makine öğrenimi konularında ilerleme kaydetmesi, kariyer hedeflerine ulaşmasında yardımcı olabilir."
STU_004624,2025,Software Developer,Tier 4,83.52,66.55,16.97,287.8,1.845,530.9,0.064,67.45,65.46,48.5,70.49,2.88,0,"Yazılım geliştirme alanındaki sağlam becerilerin ve yüksek teknik yetkinliğin, kariyerinde büyük bir potansiyele işaret ediyor. Ancak, iletişim ve sunum becerilerinde biraz daha çalışarak projelerini daha etkili bir şekilde sunabilirsin. Bu, takım çalışmasında daha iyi bir tutum sergilemeni sağlayabilir."
STU_005680,2026,Software Developer,Tier 2,36.67,52.78,-16.11,259.6,2.035,528.4,0.064,53.75,51.6,43.78,45.0,3.74,2,"Gelişen becerileri ve yeni teknolojilere olan ilgisi ile iyi bir yazılım geliştirici adayı. Ancak, proje kalitesi ve teknik becerilerinde daha fazla ilerlemeye ihtiyaç duyduğunu gözlemledim. Staj ve freelance projelerle daha fazla uygulama deneyimi kazanmasını öneririm."
STU_007210,2026,Backend Developer,Tier 2,80.54,64.47,16.07,258.2,2.035,525.4,0.064,63.86,65.22,66.51,30.87,3.35,1,"Geliştirme alanındaki potansiyelini ortaya koyan öğrencim, özellikle problem çözme becerisi ile öne çıkıyor. Bununla birlikte, teknik mülakatlarda daha iyi sonuçlar almak ve projelerini daha da güçlendirmek için daha fazla deneyime ihtiyaç duyduğu gözlemleniyor."
STU_005362,2026,AI Engineer,Tier 2,79.1,63.03,16.07,258.2,2.035,525.4,0.064,61.85,64.48,53.01,21.73,2.76,2,"Bu süreçte, makine öğrenimi konusundaki yetkinliğin ve veri yapılarına olan ilgin gerçekten öne çıktı. Portföyündeki açık kaynak katkıları, iş bulma potansiyelini artırabilir; bu nedenle bu alanda daha fazla proje üzerinde çalışmanı öneririm. Ayrıca, iletişim becerilerin üzerinde biraz daha yoğunlaşarak takım projelerinde daha etkin bir rol alabilirsin."
STU_002692,2026,AI Engineer,Tier 3,72.39,88.45,-16.06,257.9,2.035,524.8,0.063,87.46,89.65,72.03,79.98,2.9,1,"Makine öğrenimindeki yetkinliğin, seni AI mühendisi olarak donanımlı bir aday yapıyor. Ancak, iletişim ve takım çalışması konusundaki zayıflıkların, projelerde daha etkili olmanı engelleyebilir. Yine de, gerçek proje deneyimlerin ve portföyün ile iyi bir potansiyele sahipsin."
STU_008381,2025,Frontend Developer,Tier 4,40.42,57.27,-16.85,284.0,1.845,523.9,0.063,55.67,59.23,68.02,36.67,2.7,2,"Öğrencim, ön yüz geliştirme alanında dikkat çekici bir tutku göstermektedir. Ancak, genel teknik bilgi ve problem çözme becerileri üzerinde daha fazla çalışması gerektiğini gözlemledim. GitHub üzerindeki projeleri, öğrenme sürecinin bir parçası olarak önemli bir kaynak olmuştur."
STU_002678,2022,Frontend Developer,Tier 2,98.44,70.72,27.72,768.4,0.681,523.5,0.063,73.45,67.39,41.27,50.0,3.74,1,"Frontend geliştirme konusundaki yeteneklerinle öne çıkıyorsun, özellikle de makine öğrenimi konusundaki başarının etkileyici. Ancak, gerçek proje deneyimi kazanmak için daha fazla fırsat yaratmalısın; bu, becerilerini daha iyi sergilemeni sağlayacaktır."
STU_003894,2021,Cybersecurity Analyst,Tier 3,88.16,57.15,31.01,961.6,0.544,523.2,0.063,57.5,56.73,38.97,34.28,3.91,0,"Siber güvenlik analisti olma hedefindeki bu öğrencinin, staj ve freelance projeleriyle pratik deneyimi önemli bir avantaj sağlıyor. Takım çalışmasındaki güçlü yönleri, projelerde liderlik yetilerini geliştirmesi için bir fırsat sunuyor. Ancak, teknik becerilerinde daha fazla derinleşmesi gerekebilir."
STU_009982,2024,Backend Developer,Tier 3,72.19,90.79,-18.6,345.9,1.512,523.0,0.063,92.14,89.14,93.38,67.63,3.6,2,"Proje kaliten, geri uç geliştirme becerilerinle birleştiğinde oldukça etkileyici bir profil ortaya koyuyorsun. Eğitimini ve deneyimlerini daha derinleştirmen, bu alandaki yetkinliğini artırmana yardımcı olacaktır. İletişim becerilerine odaklanman, takım içindeki etkinliğini de artıracak."
STU_008796,2026,Cloud Engineer,Tier 2,87.4,71.39,16.01,256.3,2.035,521.5,0.063,71.1,71.75,44.59,94.44,3.83,4,Cloud mühendisliği hedefleyen bu öğrencinin bulut altyapısı konusundaki başarısı dikkat çekici. Proje kalitesi üzerinde çalışması ve iletişim becerilerini geliştirmesi yararlı olacaktır.
STU_001168,2024,Data Scientist,Tier 4,36.07,54.63,-18.56,344.5,1.512,520.8,0.063,52.59,57.13,40.96,40.99,2.64,1,"Veri bilimi hedefleyen bu öğrencinin staj deneyimi oldukça sağlam, fakat teknik becerilerinin bazı alanlarda düşük kaldığı görülüyor. Özellikle proje kalitesi ve portföyü üzerinde çalışması, kariyerini daha ileriye taşıyabilir."
STU_007516,2026,Software Developer,Tier 3,78.84,62.85,15.99,255.7,2.035,520.4,0.063,63.21,62.41,62.58,55.99,2.89,1,"Öğrenci kesinlikle iletişim becerileri ile dikkat çekiyor; proje çalışmasındaki katkıları, ekip dinamiklerine olan katkısını yansıtıyor. Ancak, veri yapıları ve SQL konusundaki eksiklikleri, yazılım geliştirme hedeflerine ulaşmasını zorlaştırabilir."
STU_005233,2026,MLOps Engineer,Tier 3,66.59,82.58,-15.99,255.6,2.035,520.2,0.063,80.9,84.63,73.06,67.07,2.9,0,"Bu öğrenci, MLOps alanında gösterdiği performansla dikkat çekiyor. Kodlama ve problem çözme becerileri güçlü olsa da, daha fazla takım çalışması ve liderlik deneyimi kazanması gerektiği görülüyor. Portföyünü zenginleştirmek için daha fazla açık kaynak projeye katkıda bulunması faydalı olacaktır."
STU_003921,2025,Backend Developer,Tier 3,98.39,81.61,16.78,281.5,1.845,519.3,0.063,78.86,84.97,34.2,69.9,2.89,0,"Proje kaliten üzerinde geliştirebileceğin alanlar var, ancak backend ve frontend konularındaki yüksek performansın dikkat çekici. İyi bir takım oyuncusu olduğun ve iletişim becerilerinle etkili bir sonuç çıkarabileceğin bir portföy oluşturmanı tavsiye ederim."
STU_004100,2026,AI Engineer,Tier 3,78.58,62.61,15.97,255.1,2.035,519.1,0.063,62.33,62.95,34.35,61.02,2.51,2,"AI mühendisi olma hedefinde önemli bir ivme kaydediyor, özellikle kodlama ve problem çözme yetenekleriyle dikkat çekiyor. Ancak, proje kalitesi ve takım çalışması konularında daha fazla çaba göstermesi, onu kariyerinde daha ileriye taşıyacaktır. Açık kaynak katkıları ile de toplulukta varlık gösteriyor."
STU_007999,2024,Cloud Engineer,Tier 1,71.31,89.81,-18.5,342.2,1.512,517.3,0.063,90.52,88.93,87.23,55.02,3.39,0,"Bulut mühendisliği hedefiyle yola çıkan bu öğrenci, eğitim sürecinde önemli teknik beceriler geliştirdi. Proje kalitesindeki yüksekliği ve veri tabanı yönetimindeki başarısı, onu dikkat çekici bir aday yapıyor."
STU_006989,2025,DevOps Engineer,Tier 1,52.66,69.4,-16.74,280.4,1.845,517.2,0.063,68.74,70.22,49.48,47.1,3.21,0,"DevOps alanında güçlü bir potansiyele sahip olsan da, teknik becerilerini birçok proje ile daha da geliştirebilirsin. Bulut ve makine öğrenimi konusundaki ilgini projelerine entegre etmek, kariyerini farklı bir boyuta taşıyacak. Kapsamlı bir portföye sahip olman, seni sektörde daha rekabetçi yapabilir."
STU_002297,2026,DevOps Engineer,Tier 4,100.0,84.1,15.9,252.8,2.035,514.4,0.062,81.8,86.91,79.2,46.72,3.38,3,"Gelişen bulut ve DevOps becerileri ile birlikte, freelance projeleri sayesinde gerçek dünya deneyimi kazandı. Ancak iletişim ve takım çalışması alanlarında daha fazla gelişim göstermesi gerektiğini düşünüyorum."
STU_008998,2026,AI Engineer,Tier 3,40.72,56.61,-15.89,252.5,2.035,513.9,0.062,56.22,57.08,37.51,24.92,3.19,1,"AI mühendisi olma yolunda attığın adımlar, sağlam bir temel ve özgüvenle dolu. Ancak, teknik mülakatlarda daha fazla pratik yaparak kendini daha da geliştirmek ihtiyacın görünüyor."
STU_008977,2026,DevOps Engineer,Tier 1,61.14,77.02,-15.88,252.3,2.035,513.4,0.062,75.64,78.71,57.5,70.43,2.91,1,"Yüksek bir kodlama yeteneği ve veri yapıları bilgisi ile dikkat çeken bu öğrenci, deneyim eksikliği nedeniyle potansiyelini tam anlamıyla değerlendiremiyor. DevOps alanında sunduğu projelerde yaratıcılığını geliştirebilir ve açık kaynak projelere katkıda bulunarak kendini daha da geliştirebilir."
STU_003298,2026,Backend Developer,Tier 4,82.03,66.15,15.88,252.2,2.035,513.3,0.062,66.29,65.98,42.88,71.15,2.5,0,"Backend geliştirme konusundaki yetkinliğiniz dikkat çekici; veri yapıları ve SQL konularında güçlü bir temele sahipsiniz. Ancak, portföyünüzü daha da zenginleştirmek ve proje kalitenizi artırmak için gerçek dünya projelerine katılmanızı öneririm. İletişim becerilerinizi geliştirirseniz, takım içinde daha etkin olabilirsiniz."
STU_002793,2023,Backend Developer,Tier 3,65.14,87.9,-22.76,518.0,0.989,512.5,0.062,87.16,88.8,89.9,46.57,3.05,1,"Yazılım mühendisliği alanında heyecan verici bir potansiyele sahip olan öğrencinin backend geliştirme ve makine öğrenimi konularındaki yetenekleri etkileyici. İletişim becerilerini artırması, kariyerinde daha geniş fırsatlar yaratmasına yardımcı olabilir."
